index,image,carbs,fat,fibre,kcal,protein,salt,saturates,sugars
1848,Sweetcorn-with-smoked-paprika-and-lime-butter-7a392b1.jpg,14.0,24.0,8.0,312.0,7.0,0.5,12.0,4.0
1853,Chicken-skewers-with-broad-bean-hummus-8dce2e1.jpg,27.0,12.0,19.0,475.0,56.0,0.2,2.0,9.0
1855,recipe-image-legacy-id-424687_12-cbd3c51.jpg,9.0,4.0,2.0,234.0,40.0,0.7,1.0,8.0
1857,Miso-mushroom-and-halloumi-burgers-a1f5a05.jpg,31.0,26.0,5.0,452.0,22.0,3.9,16.0,11.0
1858,recipe-image-legacy-id-1011488_11-84671e7.jpg,57.0,10.0,6.0,451.0,30.0,0.2,3.0,7.0
1861,lemon-yogurt-chicken-flatbreads-9c0ca80.jpg,41.0,9.0,4.0,364.0,28.0,0.6,4.0,5.0
1865,440-400-griddled-vegetables-with-melting-aubergines-7f2d806.jpg,29.0,21.0,18.0,395.0,12.0,0.4,3.0,24.0
1870,traffic-light-chicken-shish-kebabs-2f7fdad.jpg,10.0,8.0,4.0,304.0,44.0,0.4,4.0,10.0
1879,pork-souvlaki-1380e9d.jpg,8.0,8.0,5.0,210.0,25.0,0.3,2.0,8.0
1881,440-400-griddled-vegetables-with-melting-aubergines-7f2d806.jpg,29.0,21.0,18.0,395.0,12.0,0.4,3.0,24.0
1883,recipe-image-legacy-id-1201636_11-8efdf10.jpg,19.0,23.0,2.0,294.0,4.0,0.4,13.0,2.0
1884,hot-wings-and-slaw-1903ce0.jpg,13.0,16.0,4.0,318.0,27.0,0.5,4.0,13.0
1887,recipe-image-legacy-id-654456_10-5dfdcd6.jpg,56.0,8.0,6.0,344.0,15.0,1.3,1.0,6.0
1891,recipe-image-legacy-id-320547_11-497a03a.jpg,18.0,22.0,2.0,282.0,4.0,0.31,13.0,2.0
1893,recipe-image-legacy-id-1010509_10-5b6662c.jpg,15.0,29.0,1.0,520.0,49.0,1.1,10.0,14.0
1894,recipe-image-legacy-id-27331_11-004eb18.jpg,27.0,16.0,7.0,284.0,10.0,0.5,3.0,12.0
1897,recipe-image-legacy-id-46127_11-a92bef7.jpg,32.0,3.0,4.0,153.0,2.0,0.42,1.0,9.0
1902,epic-summer-salad-000aded.jpg,18.0,30.0,7.0,392.0,8.0,0.6,5.0,12.0
1903,potato-salad-main-272de70.jpg,22.0,6.0,2.0,144.0,2.0,0.04,1.0,2.0
1904,Braised-butter-beans--1c6a697.jpg,10.0,8.0,6.0,150.0,6.0,0.4,5.0,3.0
1905,440-400-griddled-vegetables-with-melting-aubergines-7f2d806.jpg,29.0,21.0,18.0,395.0,12.0,0.4,3.0,24.0
1908,recipe-image-legacy-id-328149_12-1c70276.jpg,26.0,12.0,1.0,230.0,6.0,0.89,7.0,2.0
1916,curried-rice-egg-salad-b82fca5.jpg,70.0,15.0,5.0,491.0,16.0,1.3,2.0,15.0
1918,leek-pea-watercress-soup-7733968.jpg,15.0,5.0,9.0,154.0,8.0,0.5,1.0,9.0
1919,recipe-image-legacy-id-740509_11-32e6d17.jpg,14.0,6.0,2.0,131.0,7.0,1.31,3.0,3.0
1920,recipe-image-legacy-id-1284498_7-86ec522.jpg,4.0,8.0,4.0,101.0,4.0,0.6,4.0,4.0
1922,wild-garlic-nettle-soup-ae31dbf.jpg,16.0,10.0,6.0,189.0,6.0,1.0,4.0,10.0
1923,herby-broccoli-pea-soup-d42271a.jpg,19.0,8.0,10.0,214.0,12.0,1.0,1.0,10.0
1924,lentil_soup-c6fa61c.jpg,33.0,3.0,9.0,219.0,12.0,1.4,0.3,11.0
1926,recipe-image-legacy-id-491536_11-1c6fc4d.jpg,17.0,1.0,4.0,108.0,8.0,0.84,1.0,1.6
1927,recipe-image-legacy-id-950617_11-85ec485.jpg,21.0,21.0,9.0,323.0,6.0,0.9,11.0,7.0
1928,recipe-image-legacy-id-870485_11-79da3bf.jpg,19.0,8.0,9.0,206.0,10.0,1.09,2.0,7.0
1929,leek-and-kale-soup-78e5aa3.jpg,17.0,7.0,4.0,159.0,4.0,0.3,3.0,3.0
1933,recipe-image-legacy-id-1071455_10-9c0fd57.jpg,12.0,3.0,4.0,90.0,4.0,0.8,1.0,8.0
1934,alkalising-green-soup-9eec4b7.jpg,14.0,8.0,5.0,182.0,10.0,0.7,1.0,4.0
1937,recipe-image-legacy-id-27019_11-f98aef6.jpg,17.0,18.0,5.0,256.0,8.0,0.21,8.0,5.0
1938,leek-0c15b12.jpg,26.0,6.0,6.0,218.0,12.0,0.9,1.0,7.0
1939,recipe-image-legacy-id-3170_11-d156acc.jpg,8.0,7.0,4.0,122.0,6.0,0.67,5.0,3.0
1946,recipe-image-legacy-id-932539_11-fc17e01.jpg,41.0,4.0,2.0,226.0,5.0,0.5,2.0,14.0
1947,recipe-image-legacy-id-363748_11-2836758.jpg,34.0,15.0,1.0,278.0,4.0,0.5,9.0,21.0
1956,Pork-with-cucumber-and-apricot-couscous-56dfa09.jpg,60.0,17.0,11.0,567.0,37.0,0.2,3.0,14.0
1957,pancake-platter-78dc92d.jpg,32.0,16.0,6.0,371.0,22.0,0.5,5.0,16.0
1958,recipe-image-legacy-id-560903_11-b6f79b6.jpg,47.0,32.0,1.0,492.0,6.0,0.32,17.0,38.0
1960,Miso-steak-with-noodle-salad-a841624.jpg,36.0,13.0,9.0,396.0,30.0,1.1,4.0,10.0
1963,Vegetarian-pastitsio-b35e6e0.jpg,85.0,11.0,18.0,576.0,27.0,1.5,4.0,19.0
1964,recipe-image-legacy-id-560903_11-b6f79b6.jpg,47.0,32.0,1.0,492.0,6.0,0.32,17.0,38.0
1974,recipe-image-legacy-id-363804_10-d0e9ef7.jpg,53.0,51.0,3.0,692.0,10.0,0.68,16.0,39.0
1977,recipe-image-legacy-id-931452_11-98cddf7.jpg,22.0,15.0,2.0,245.0,5.0,0.2,7.0,21.0
1980,baked-camembert-fada2a4.jpg,41.0,20.0,6.0,430.0,18.0,0.9,10.0,3.0
1992,Steak-tagliata-3e1f1ba.jpg,28.0,33.0,10.0,626.0,50.0,0.4,11.0,2.0
1995,smoked-salmon-quinoa-dill-lunch-pot-0393a04.jpg,26.0,7.0,5.0,254.0,20.0,2.5,2.0,3.0
1998,440-400-bulgur-quinoa-lunch-bowls-dea6596.jpg,33.0,20.0,10.0,369.0,8.0,0.5,4.0,8.0
1999,recipe-image-legacy-id-326597_11-b7385b9.jpg,18.0,8.0,3.0,161.0,6.0,0.4,1.0,1.0
2002,spicychickenavocadowraps_5865-4035909.jpg,32.0,16.0,5.0,403.0,29.0,0.8,4.0,2.0
2004,prawn-mango-salad-b147add.jpg,15.0,9.0,4.0,168.0,6.0,0.5,2.0,14.0
2005,eggrocketpizzas_5729-ebc7e0d.jpg,39.0,11.0,5.0,327.0,15.0,1.0,3.0,8.0
2006,Orecchiette-with-butter-beans-0872a01.jpg,73.0,5.0,8.0,422.0,16.0,0.02,1.0,6.0
2009,Beef-chow-mein-e16180c.jpg,41.0,11.0,8.0,407.0,32.0,1.0,3.0,10.0
2010,recipe-image-legacy-id-663451_11-43ad8a6.jpg,12.0,7.0,2.0,189.0,19.0,0.91,2.0,2.0
2012,veggie-noodle-pot-dce5b50.jpg,53.0,12.0,4.0,383.0,14.0,1.1,3.0,9.0
2017,sweet-potato-curry-46f4bc8.jpg,32.0,9.0,11.0,276.0,12.0,0.3,3.0,12.0
2018,salmon-salad-440-400-67a0abd.jpg,35.0,22.0,9.0,478.0,30.0,0.99,4.0,17.0
2019,smoky-tomato-chipotle-charred-corn-soup-4d9d7cf.jpg,16.0,7.0,6.0,185.0,11.0,0.8,2.0,11.0
2020,Greek-spinach-and-rice-d16d518.jpg,67.0,17.0,8.0,495.0,15.0,0.9,4.0,6.0
2021,Healthy-pesto-eggs-on-toast-2e7feac.jpg,17.0,17.0,4.0,287.0,15.0,0.8,3.0,4.0
2022,Cavolo-nero-orecchiette-369e36f.jpg,59.0,17.0,9.0,480.0,19.0,0.3,4.0,5.0
2023,chicken-satay-salad-8f5b068.jpg,24.0,10.0,7.0,353.0,38.0,1.6,2.0,21.0
2024,olive-wrap-c866064.jpg,31.0,12.0,10.0,281.0,8.0,0.9,2.0,12.0
2025,Bulgur-and-aubergine-pilaf-1efa5fc.jpg,62.0,17.0,17.0,512.0,20.0,1.4,3.0,12.0
2026,Sweet-potato-toasts-7cd74e0.jpg,44.0,12.0,15.0,370.0,15.0,0.82,1.0,15.0
2028,Lentil-chilli-2158471.jpg,79.0,12.0,16.0,542.0,21.0,0.83,2.0,7.0
2029,bombay-potato-frittata-f0d52f5.jpg,29.0,12.0,6.0,317.0,20.0,0.6,2.0,16.0
2031,paneer-jalfrezi-440-400-e63da48.jpg,68.0,13.0,8.0,483.0,19.0,0.2,6.0,14.0
2032,feta-kale-sweet-potato-92ade52.jpg,51.0,15.0,11.0,422.0,15.0,0.6,4.0,19.0
2033,Lentil-and-tuna-salad-76f39e2.jpg,26.0,15.0,9.0,374.0,28.0,0.7,2.0,3.0
2034,spicychickenavocadowraps_5865-4035909.jpg,32.0,16.0,5.0,403.0,29.0,0.8,4.0,2.0
2035,tomato-soup-with-cheese-spinach-pinwheels-91ea033.jpg,20.0,10.0,5.0,198.0,3.0,0.2,5.0,14.0
2036,cumin-roast-vegetables-with-eggs-440-400-d4181ed.jpg,39.0,23.0,15.0,447.0,22.0,0.5,4.0,20.0
2039,mexican-style-stuffed-peppers-23ce35d.jpg,59.0,15.0,14.0,468.0,19.0,2.1,5.0,11.0
2045,recipe-image-legacy-id-326597_11-b7385b9.jpg,18.0,8.0,3.0,161.0,6.0,0.4,1.0,1.0
2049,tomato-soup-with-cheese-spinach-pinwheels-91ea033.jpg,20.0,10.0,5.0,198.0,3.0,0.2,5.0,14.0
2053,recipe-image-legacy-id-231460_10-81626ab.jpg,3.0,13.0,1.0,187.0,16.0,1.22,5.0,2.0
2054,recipe-image-legacy-id-560455_11-4f8e0cc.jpg,13.0,2.0,11.0,151.0,7.0,0.51,2.0,11.0
2060,Giant-Couscous-Salad-With-Charred-Veg-Tangy-Pesto-aea3737.jpg,62.0,15.0,10.0,461.0,16.0,0.2,2.0,16.0
2061,recipe-image-legacy-id-320580_11-2fff560.jpg,58.0,18.0,5.0,399.0,11.0,0.86,2.0,14.0
2062,Kale-Pesto-df3faaf.jpg,60.0,22.0,13.0,537.0,18.0,0.1,3.0,1.0
2063,lime-prawn-cocktail-pitta-salad-8864325.jpg,26.0,16.0,7.0,345.0,19.0,1.4,1.0,12.0
2064,lentil-salad-tahini-dressing-440-400-6248505.jpg,42.0,21.0,12.0,460.0,18.0,0.36,4.0,23.0
2065,recipe-image-legacy-id-1201639_11-e0a1ec1.jpg,33.2,11.9,1.2,279.0,9.5,0.5,2.4,15.6
2067,bombay-potato-frittata-f0d52f5.jpg,29.0,12.0,6.0,317.0,20.0,0.6,2.0,16.0
2068,olive-wrap-c866064.jpg,31.0,12.0,10.0,281.0,8.0,0.9,2.0,12.0
2072,recipe-image-legacy-id-1201544_11-73656c5.jpg,43.0,7.0,7.0,266.0,12.0,0.05,1.0,18.0
2073,tuna_0-bf83c5a.jpg,12.0,10.0,7.0,279.0,33.0,1.0,3.0,4.0
2074,Chicken-shawarma-salad--2e6dcda.jpg,11.0,18.0,7.0,366.0,36.0,0.3,3.0,10.0
2075,sunshine-cobb-salad-c76e756.png,55.0,11.0,12.0,463.0,30.0,1.7,2.0,22.0
2077,recipe-image-legacy-id-424659_11-8a855ee.jpg,13.0,11.0,6.0,179.0,7.0,0.12,2.0,1.0
2078,recipe-image-legacy-id-52512_11-ace9a1e.jpg,35.0,7.0,3.0,245.0,8.0,1.13,1.0,10.0
2079,healthy-turkish-meatloaf-d0e9a9e.jpg,27.0,10.0,9.0,291.0,19.0,0.4,3.0,14.0
2080,black-bean-tortilla-with-salsa-440-400-d6dc0f5.jpg,28.0,14.0,12.0,368.0,27.0,0.5,3.0,7.0
2081,Coriander-roast-chicken-thighs-995f4ec.jpg,36.0,13.0,12.0,419.0,33.0,0.3,3.0,14.0
2083,goan-vegetable-curry-with-kitchery-1-440-400-7e597a6.jpg,73.0,12.0,14.0,507.0,18.0,0.4,6.1,17.0
2084,hearty-lentil-one-pot-440-400-20ecfad.jpg,66.0,11.0,17.0,485.0,21.0,0.4,1.0,16.0
2085,Whole-roast-chicken-d28d2dc.jpg,45.0,17.0,11.0,555.0,51.0,1.1,4.0,10.0
2086,broccoli-pesto-pancetta-pasta-75e3452.jpg,60.0,14.0,7.0,452.0,19.0,0.5,4.0,5.0
2087,sweetcorn-fritters-with-eggs-and-black-bean-salsa-1-440-400-363ffd1.jpg,46.0,12.0,16.0,437.0,27.0,0.9,3.0,12.0
2088,Healthy-chicken-pasta-bake-header-97650e3.jpg,51.0,13.0,11.0,480.0,35.0,1.3,5.0,11.0
2089,pomegranate-chicken-24d0745.jpg,50.0,20.0,4.0,590.0,50.0,0.4,2.0,14.0
2090,healthy-pasta-primaver-35cbc26.jpg,74.0,9.0,9.0,476.0,20.0,0.1,3.0,6.0
2091,recipe-image-legacy-id-589465_11-e8b46c3.jpg,7.0,16.0,2.0,236.0,16.0,0.5,5.0,6.0
2092,curried-cod-d8ee619.jpg,22.0,6.0,8.0,296.0,34.0,0.4,1.0,10.0
2093,recipe-image-legacy-id-1274503_8-05ae02b.jpg,64.0,10.0,2.0,445.0,30.0,1.2,3.0,7.0
2095,paneer-jalfrezi-440-400-e63da48.jpg,68.0,13.0,8.0,483.0,19.0,0.2,6.0,14.0
2096,lentil-salad-tahini-dressing-440-400-6248505.jpg,42.0,21.0,12.0,460.0,18.0,0.36,4.0,23.0
2097,440-400-smashed-chicken-with-corn-slaw-2c3579a.jpg,30.0,8.0,8.0,383.0,43.0,0.3,2.0,12.0
2098,Chilli-paneer-2c44359.jpg,47.0,13.0,18.0,446.0,26.0,1.1,5.0,12.0
2099,moroccan-harira-e029bd0.jpg,48.0,6.0,13.0,335.0,16.0,0.2,1.0,21.0
2100,440-400-cumin-spiced-halloumi-with-corn-and-tomato-slaw-d7170ef.jpg,17.0,9.0,8.0,214.0,12.0,0.8,5.0,14.0
2101,lemony-chicken-stew-with-giant-couscous-e50fd3b.jpg,48.0,9.0,5.0,415.0,33.0,1.6,2.0,18.0
2102,sesame-and-ginger-sushi-bowls-440-400-ed852a0.jpg,44.0,21.0,11.0,449.0,17.0,0.8,4.0,6.0
2103,jamaican-fish-stew-440-400-9ba6282.jpg,58.0,26.0,14.0,664.0,42.0,0.3,5.0,14.0
2106,Beef-chilli-con-carne-47ba85d.jpg,17.0,23.0,7.0,395.0,27.0,1.0,8.0,7.0
2109,recipe-image-legacy-id-1222541_10-1e3bd0c.jpg,17.0,19.0,5.0,357.0,28.0,1.2,8.0,7.0
2113,burnt-aubergine-chilli-afd2f29.jpg,38.0,8.0,17.0,316.0,15.0,2.2,2.0,17.0
2117,recipe-image-legacy-id-801605_11-69251ae.jpg,61.0,6.0,13.0,361.0,21.0,1.34,1.0,21.0
2119,recipe-image-legacy-id-1287459_7-25d6263.jpg,45.0,29.0,10.0,592.0,38.0,1.4,7.0,12.0
2120,recipe-image-legacy-id-1252472_7-e4bc21f.jpg,93.0,22.0,3.0,690.0,28.0,0.5,5.0,13.0
2125,chilli-16e065a.jpg,41.0,6.0,18.0,327.0,19.0,0.6,1.0,9.0
2136,recipe-image-legacy-id-338576_12-d97fbf5.jpg,8.0,13.0,2.0,203.0,13.0,1.25,8.0,7.0
2138,KimchiPancakes-e591d25.jpg,82.0,35.0,6.0,692.0,10.0,3.42,3.0,4.0
2139,TteokbokkiSpicyRiceCakes-b78e346.jpg,139.0,7.0,7.0,694.0,16.0,3.02,1.0,26.0
2140,recipe-image-legacy-id-326597_11-b7385b9.jpg,18.0,8.0,3.0,161.0,6.0,0.4,1.0,1.0
2146,recipe-image-legacy-id-513564_10-759d8b1.jpg,6.0,12.0,2.0,298.0,43.0,2.65,4.0,2.0
2147,chicken-fajitas-2-d7172f8.jpg,50.0,20.0,8.0,494.0,25.0,1.49,4.0,9.0
2152,recipe-image-legacy-id-560464_10-a602e6d.jpg,64.0,23.0,8.0,561.0,21.0,1.39,8.0,9.0
2155,Healthy-chicken-pasta-bake-header-97650e3.jpg,51.0,13.0,11.0,480.0,35.0,1.3,5.0,11.0
2161,Creamy-courgette-lasagne-e63aa0c.jpg,38.0,21.0,4.0,405.0,18.0,1.36,8.0,13.0
2162,fennel-spaghetti-96b0208.jpg,51.0,7.0,7.0,321.0,10.0,0.6,1.0,4.0
2163,recipe-image-legacy-id-991468_11-2f6016f.jpg,57.0,18.4,3.8,483.0,21.5,1.2,9.1,6.4
2167,recipe-image-legacy-id-51616_12-796faab.jpg,99.0,26.0,4.0,752.0,37.0,1.43,15.0,12.0
2168,recipe-image-legacy-id-327851_12-fe9f808.jpg,53.0,11.0,8.0,384.0,21.0,1.38,5.0,6.0
2171,prawn-jambalaya-ffe597b.jpg,55.0,8.0,9.0,396.0,20.0,1.3,1.0,15.0
2172,One-pan-smoky-beans-and-sausage-meatballs-b4bade1.jpg,34.0,18.0,11.0,395.0,19.0,1.9,6.0,9.0
2173,recipe-image-legacy-id-1249455_8-4a7f81e.jpg,48.0,10.0,15.0,377.0,24.0,0.5,2.0,21.0
2174,saucy-bean-baked-eggs-d582e18.jpg,27.0,12.0,10.0,366.0,32.0,1.0,3.0,15.0
2175,Coconut-dhal-e7c1fe2.jpg,51.0,24.0,10.0,531.0,22.0,0.1,15.0,8.0
2176,recipe-image-legacy-id-513601_11-cfabc8f.jpg,55.0,5.0,4.0,282.0,9.0,0.36,1.0,7.0
2177,recipe-image-legacy-id-1034476_11-341df91.jpg,56.0,28.0,3.0,593.0,29.0,0.7,10.0,5.0
2179,recipe-image-legacy-id-800500_11-6e543cc.jpg,66.0,5.0,3.0,431.0,34.0,2.1,1.0,5.0
2187,chorizo-risotto-5b27a77.jpg,68.0,15.0,3.0,497.0,25.0,1.6,6.0,6.0
2188,recipe-image-legacy-id-1071519_10-f64dc0d.jpg,29.0,5.0,15.0,246.0,13.0,0.7,1.0,14.0
2189,kidney-bean-curry-f8e0b17.jpg,33.0,8.0,14.0,282.0,13.0,0.1,1.0,13.0
2190,recipe-image-legacy-id-1173677_11-a7016e0.jpg,32.0,24.0,7.0,538.0,49.0,1.0,7.0,3.0
2192,recipe-image-legacy-id-997451_11-9888302.jpg,33.0,10.4,6.0,265.0,7.3,1.2,1.4,9.9
2193,recipe-image-legacy-id-192590_11-6d00010.jpg,36.0,5.0,2.0,202.0,5.0,0.59,0.8,14.0
2196,recipe-image-legacy-id-1243649_8-7dfe2be.jpg,22.7,7.1,3.3,179.0,5.2,0.6,0.9,10.2
2197,recipe-image-legacy-id-191560_11-d1fb320.jpg,66.0,22.0,2.0,478.0,8.0,0.66,2.0,24.0
2200,recipe-image-legacy-id-337557_11-11b58e1.jpg,36.0,6.0,2.0,206.0,5.0,0.43,1.0,16.0
2202,recipe-image-legacy-id-748499_11-dd6e1ab.jpg,32.0,5.0,2.0,192.0,4.0,0.29,1.0,16.0
2205,recipe-image-legacy-id-363973_10-bb44170.jpg,50.0,16.0,3.0,360.0,7.0,0.9,9.0,13.0
2208,recipe-image-legacy-id-363944_11-c2569cf.jpg,45.0,13.0,1.0,386.0,5.0,0.73,6.0,18.0
2211,pancake-platter-78dc92d.jpg,32.0,16.0,6.0,371.0,22.0,0.5,5.0,16.0
2212,fluffy-pancakes-8ebc2cf.jpg,43.0,5.0,2.0,251.0,8.0,1.0,2.0,8.0
2215,recipe-image-legacy-id-8731_12-811cb26.jpg,51.0,5.0,1.0,254.0,5.0,0.66,3.0,31.0
2222,440-400-banana-cinnamon-pancakes-with-blueberry-compote-da3e263.jpg,23.0,6.0,3.0,185.0,9.0,0.2,1.0,12.0
2227,recipe-image-legacy-id-1273459_8-9cfc2c2.jpg,42.0,6.0,1.0,230.0,6.0,0.7,1.0,11.0
2228,recipe-image-legacy-id-1273481_8-134247e.jpg,16.1,3.5,0.1,119.0,6.0,0.1,1.8,1.9
2231,Banana-Overnight-Oats-16f2208.jpg,65.0,23.0,6.0,557.0,20.0,0.3,5.0,28.0
2232,pbj-oats-ddaadaa.jpg,44.0,12.0,8.0,345.0,11.0,0.6,3.0,9.0
2233,tropical-overnight-oats-186ecc3.jpg,48.0,9.0,8.0,325.0,9.0,0.5,4.0,13.0
2234,Raspberry-kefir-overnight-oats-0e63a9b.jpg,48.0,17.0,9.0,442.0,20.0,0.3,5.0,16.0
2238,orange-blueberry-bircher-0b11aea.jpg,48.0,9.0,8.0,345.0,13.0,0.2,3.0,22.0
2239,berry-bircher-4b8067d.jpg,55.0,9.0,9.0,372.0,13.0,0.2,2.0,27.0
2241,recipe-image-legacy-id-133483_12-3e4fb42.jpg,38.0,3.0,7.0,222.0,8.0,0.1,0.7,20.0
2242,bircher-16f2da2.jpg,29.0,8.0,5.0,229.0,8.0,0.1,1.0,14.0
2243,breakfast-bowl-c3f5d1b.jpg,57.0,10.0,11.0,415.0,20.0,0.3,2.0,36.0
2246,recipe-image-legacy-id-1201467_11-c0694ef.jpg,25.0,1.0,5.0,124.0,2.0,0.01,0.1,24.0
2247,recipe-image-legacy-id-484466_11-fac2879.jpg,37.0,1.0,10.0,189.0,4.0,0.1,0.1,35.0
2248,green-breakfast-smoothie-60e5e6a.jpg,27.0,10.0,6.0,243.0,7.0,0.4,7.0,18.0
2250,two-minute-breakfast-smoothie-4a4722d.jpg,25.0,3.0,2.0,156.0,4.0,0.1,2.0,19.0
2251,sunshine-smoothie-0250bef.jpg,30.0,4.0,3.0,171.0,3.0,0.2,1.0,27.0
2258,recipe-image-legacy-id-1201507_12-908c372.jpg,17.0,2.0,1.0,100.0,4.0,0.16,1.0,17.0
2259,recipe-image-legacy-id-1201463_12-6bca4fd.jpg,23.0,3.0,1.0,142.0,6.0,0.2,2.0,23.0
2261,berry-smoothie-5543fc2.jpg,15.0,11.0,3.0,197.0,9.0,0.3,3.0,15.0
2262,kiwi-smoothie-3086931.jpg,36.0,1.0,3.0,163.0,2.0,0.04,0.1,35.0
2263,recipe-image-legacy-id-901773_11-afec2d8.jpg,18.0,1.0,4.0,117.0,8.0,0.2,1.0,14.0
2264,recipe-image-legacy-id-1505_11-1a01aab.jpg,24.0,10.0,2.0,220.0,8.0,0.2,1.0,21.0
2265,recipe-image-legacy-id-281701_11-5a22034.jpg,50.0,10.0,8.0,339.0,17.0,1.45,1.0,20.0
2268,Taco-salad-462c67b.jpg,48.0,41.0,12.0,733.0,37.0,2.4,13.0,8.0
2271,recipe-image-legacy-id-1287459_7-25d6263.jpg,45.0,29.0,10.0,592.0,38.0,1.4,7.0,12.0
2272,spicy-meatballs-with-chilli-black-beans-9363d4f.jpg,23.0,11.0,10.0,376.0,42.0,0.8,2.0,8.0
2273,recipe-image-legacy-id-851472_11-b01f343.jpg,91.0,17.0,15.0,675.0,27.0,0.6,7.0,18.0
2274,Smoky-sausage-black-bean-chilli-18eaec2.jpg,31.0,26.0,11.0,456.0,19.0,1.5,7.0,14.0
2276,recipe-image-legacy-id-1173503_12-677f8cf.jpg,39.0,3.0,7.0,209.0,6.0,0.7,1.0,14.0
2277,spiced-black-bean-chicken-soup-with-kale-2fc2ea4.jpg,15.0,11.0,6.0,293.0,26.0,1.0,2.0,3.0
2279,recipe-image-legacy-id-1011488_11-84671e7.jpg,57.0,10.0,6.0,451.0,30.0,0.2,3.0,7.0
2281,recipe-image-legacy-id-1249455_8-4a7f81e.jpg,48.0,10.0,15.0,377.0,24.0,0.5,2.0,21.0
2282,recipe-image-legacy-id-1096491_11-a76ca40.jpg,66.0,22.0,11.0,687.0,54.0,1.2,6.0,6.0
2285,runner-bean-tortilla-with-tomato-salsa-e24130c.jpg,8.0,13.0,4.0,214.0,14.0,0.7,3.0,7.0
2288,paella_0-a1c619f.jpg,53.0,12.0,7.0,533.0,49.0,0.9,3.0,8.0
2291,recipe-image-legacy-id-295464_11-b8b4a0a.jpg,6.0,11.0,1.0,214.0,23.0,2.31,8.0,5.0
2292,recipe-image-legacy-id-163511_12-22ea0be.jpg,72.0,13.0,5.0,459.0,19.0,1.1,4.0,4.0
2298,recipe-image-legacy-id-4165_12-d330545.jpg,92.0,10.0,5.0,552.0,30.0,2.14,3.0,9.0
2299,recipe-image-legacy-id-53432_11-95c6fa7.jpg,5.0,19.0,3.0,208.0,6.0,0.5,7.0,4.0
2301,recipe-image-legacy-id-14221_12-28d6122.jpg,15.0,21.0,3.0,283.0,9.0,0.78,3.0,4.0
2303,kidney-bean-curry-f8e0b17.jpg,33.0,8.0,14.0,282.0,13.0,0.1,1.0,13.0
2306,220413_TURBO_BEANS_AND_CHEESE_ON_TOAST_0049_2-3edc6ea.jpg,58.0,21.0,15.0,554.0,26.0,1.4,9.0,10.0
2307,recipe-image-legacy-id-1118_11-dea172c.jpg,73.0,24.0,13.0,675.0,51.0,1.3,8.0,9.0
2310,recipe-image-legacy-id-1274508_9-7ff180e.jpg,30.0,11.0,9.0,366.0,38.0,2.45,5.0,12.0
2311,recipe-image-legacy-id-801605_11-69251ae.jpg,61.0,6.0,13.0,361.0,21.0,1.34,1.0,21.0
2315,recipe-image-legacy-id-13629_12-4620776.jpg,52.0,18.0,18.0,518.0,39.0,1.48,6.0,22.0
2317,recipe-image-legacy-id-424635_11-10ec02d.jpg,55.0,23.0,8.0,584.0,38.0,1.27,8.0,16.0
2318,vegan-chilli-be48585.jpg,48.0,10.0,17.0,367.0,12.0,0.6,2.0,22.0
2324,recipe-image-legacy-id-265506_11-74f3c08.jpg,60.0,5.0,6.0,467.0,49.0,0.53,1.0,10.0
2325,recipe-image-legacy-id-21683_12-c7efb74.jpg,77.0,7.0,6.0,538.0,48.0,1.91,1.0,8.0
2334,Broad-bean-pasta-5eb8507.jpg,76.0,17.0,14.0,616.0,32.0,1.4,8.0,4.0
2338,Lemony-broad-beans-with-goats-cheese-peas-and-mint-b96b63b.jpg,10.0,28.0,9.0,380.0,17.0,1.2,9.0,3.0
2341,pilaf_2-0dc9363.jpg,67.0,12.0,9.0,435.0,12.0,0.6,6.0,4.0
2343,recipe-image-legacy-id-1284472_9-d63497c.jpg,42.0,26.0,10.0,469.0,18.0,0.8,6.0,4.0
2345,recipe-image-legacy-id-7138_11-cedf838.jpg,46.0,16.0,5.0,351.0,9.0,0.2,7.0,2.0
2347,recipe-image-legacy-id-1284514_8-a888a42.jpg,6.0,11.0,6.0,151.0,7.0,0.3,3.0,1.0
2351,Halloumi-wraps-4d13065.jpg,93.0,43.0,7.0,945.0,43.0,4.5,22.0,15.0
2355,Miso-mushroom-and-halloumi-burgers-a1f5a05.jpg,31.0,26.0,5.0,452.0,22.0,3.9,16.0,11.0
2356,halloumi-burger-76608d7.jpg,19.0,14.0,10.0,264.0,11.0,1.2,5.0,18.0
2358,Squash-and-halloumi-flatbreads-b6efd2c.jpg,89.0,22.0,8.0,673.0,26.0,2.5,11.0,27.0
2369,frittata-c9d5e3d.jpg,29.0,16.0,6.0,332.0,20.0,1.1,6.0,25.0
2370,gnocchi-with-mushrooms-ef4cba5.jpg,63.0,15.0,8.0,471.0,16.0,2.7,8.0,8.0
2379,recipe-image-legacy-id-1259757_8-73307ba.jpg,37.0,31.0,4.0,471.0,13.0,1.35,4.0,12.0
2381,recipe-image-legacy-id-1259683_8-2ab6a74.jpg,8.0,23.0,1.0,317.0,19.0,1.14,13.0,3.0
2383,440-400-courgette-leek-goats-cheese-soup-9d16efd.jpg,20.0,16.0,8.0,304.0,16.0,1.1,5.0,6.0
2385,recipe-image-legacy-id-1259676_8-cd2bf78.jpg,9.0,24.0,2.0,302.0,13.0,1.2,10.0,6.0
2386,goats-cheese-pizza-c23fce6.jpg,54.0,14.0,11.0,443.0,18.0,0.9,5.0,9.0
